beerName,description
"Heady Topper","Can shared on the bus during RBSG 2012. Pours clear gold with a sudsy white head. Huge tropical and citrus aroma, grapefruit, peach, orange peel, pineapple. Nice blend of resin, pine and acidic citrus notes in the flavor. Dry bitter finish. Great DIPA, promoting big hoppy flavors instead of malt and booze."
"Heady Topper","a: Pale gold to deep gold in color, with a significant, long lasting head. A small amount of carbonation and a bit of lacing."
"Heady Topper","A - Pours wonderfully in my goblet style glass. Nice, 2 finger white head. Amber golden in color & very cloudy. "
"Heady Topper","Poured into my Great Lakes snifter (against the advice of the can cuz I'm a badass)"
"Heady Topper","My deepest thanks go out to Urbancaver. Because of his thoughtfulness and good nature, I was given the rare opportunity to try this beer. I'm told it's about 5 days old at the time of this review."
"Heady Topper","A - Pours a hazy orange, sunset with snowflake particles swimming around. A big 3"" froth comes after the pour and stays around like your annoying uncle on the holidays. "
"Heady Topper","an affordable can at farmhouse tap in burlington. they say drink it from the can, but i poured it for more careful study. it looks lovely, hazy, definitely unfiltered. radiant hay color with thick white suds floating on top that leave some mean lacing as it drinks. smells like quite the hop bouquet. grapefruit and spruce are the most prominent hop esters im picking up, but there are many. it tastes like it smells, deep and complex, worthy of patient consumption. its fruity, in addition to citrus there is also nectarine and mandarin orange on my tongue. its got upbeat carbonation which keeps its oily medium taffy sticky body moving along. the aftertaste is long and bittersweet, as it should be. alcohol is well hidden in taste, but can certainly be felt. this is one hell of a big ipa, and i dont want to hear anymore debate about pliny/heady, because both are outstanding and distinct brews, and that should suffice for all of us."
"Heady Topper","16 0z can was poured into a tulip glass. I have had it out of the can plenty of times and respect the brewery to drink it out of the can except for this one time."
"Heady Topper","Tasted and smelled from the can as per the directions. Poured for a appearance afterwards."
"Heady Topper","Big Thanks to MarkF150. Believe this was canned 8/9"
"Heady Topper","In my top 3 all time favorite beers. FIghts for the number 1 spot But I think it might be one of the ebst beers"
"Heady Topper","I was able to buy a couple 4-packs of this cult legend during a recent trip to Stowe, Vermont. No buyer's remorse at all! I enjoyed Heady straight from the can–as recommended by the brewery right on the can–but I did have a single serving decanted into a wine glass (I do prefer drinking it straight from the can). "
"Heady Topper","Yes I have enjoyed it straight from the can, but today I am reviewing in a glass."
"Heady Topper","My buddy went up to Vermont this past month and was lucky enough to pick up a 6pack for himself and gave me one!"
"Heady Topper","You had this beer. "
"Heady Topper","Thanks to Rob for acquiring this one. Really cool can, by the way, although I didn't heed the advice to drink from it."
"Heady Topper","A - An awesome can - Drink from it."
"Heady Topper","A - An orange, almost amber color. Quite cloudy. Limited carbonation. "
"Heady Topper","Between the Alchemist, Hill Farmstead, and Lawson's Finest, I feel very lucky to live in VT! IPAs are my favorite style of beer, but I usually find DIPAs to be too strongly tasting of alcohol. This beer is incredibly smooth and drinkable despite its high alcohol content and potent hopping. The smell of the heady topper alone is delicious, and the taste is even better, with passionfruit, mango, and piney hop aromas. The heady topper delivers the ultimate hops experience!"
"Heady Topper","Poured from a 16oz can into a Sam Adams nucleation glass. Thanks DonFrap for including it in the last trade."
"Heady Topper","Drank from my Gulden Draak tulip."
"Heady Topper","Two cans, one poured, the other straight up. Poured has a nice white head, no lacing. The smell is piney and flowery. The taste is totally raw and bitter, sweet upfront and that's the end, except for a chalky dry aftertaste. It's greasy with a good amount of fizz. Why is a beer like this necessary?"
"Heady Topper","thank you."
"Heady Topper","scored a couple 4-packs and smuggled them back to PA. pint can into flying dog tulip. no canned on date. "
"Heady Topper","This is incredible stuff, this beer was drank mostly from the can... only poured a sample of it out to enjoy the orange yellow color of it with a nice looking white head on top. Had a nice unfiltered cloudiness to it also. The smell of the beer is very hoppy, lots of pine aromas in it with the delicate floral and citrusy notes in there as well. The taste is probably worthy of a 5.5 honestly. There is no doubt that this has some of the best transitions of flavors I've had from any IPA. There is a huge rush of floral sweet citrus notes on the tongue in the very beginning, as the liquid settles there is a very subtle burst of malts on the tongue right before the aggressive pine resin starts to claw away at your taste buds. The mouthfeel is smoothly carbonated making this beer very easy to drink, it's medium bodied and has a nice dry finish to it. Overall this is something very special, The people up at Alchemist aren't screwing around here, they are setting out to make the best IPA in the world and I would say that they just might have it. This is a beer I would drive to Vermont to get cases of. I thoroughly enjoyed this beer. Looking forward to drinking the next 3 in the pack."
"Heady Topper","Thanks to a great friend for sharing with me."
"Heady Topper","A: golden straw colored with a light eggshell colored head"
"Heady Topper","I got no bad words about it. But this is theee best beer that I ever drink in my holler life of travelling the world. And I have to say that the alchemist brewery did an exceptional job on this unique beer. For those that can handle the heady topper, maybe you should try the walden. That is a brew made by the alchemist and hill farm brewery together. Very similar to heady topper but much lite. I wish the alchemist made more then 1800 cans of week so that other stores closer to my house would be able to have them."
"Heady Topper","Sorry, I had to pour into the glass despite the can's pleading to drink directly. Thick, slowly receding head. Leaves plenty of chunky, blanketing lace. Cloudy, dark gold color."
"Heady Topper","As instructed, I drank this AMAZING beer directly from the can as well as from a tulip glass. Hands-down, no-doubt one of my Top 3 IPAs of all-time..."
"Heady Topper","Yesterday, HT was a beer I hoped to try some day. Today, after a tasting, HT is the best beer I've ever had. Thanks to Brandon for sharing a 4-pack, of which I greedily and surreptitiously consumed more than my fair share. "
"Heady Topper","What a beer!!!"
"Heady Topper","Reviewed as drank from the can, as it is made abundantly clear that this is the way to drink it. "
"Heady Topper","Had on Tap at the Blind Tiger some months back... from notes"
"Heady Topper","This beer was kind of hard to review. The can is stamped all over with ""Drink from can"" so that is how I had it. Very hard to rate appearance with a beer in a can. So, I'll give it a 4.0, assuming from the rest of the characteristics that it would look good in a glass."
"Heady Topper","App: well, it says right on the can to drink it from the can! So I did. But for review sake, I poured half of it in a glass to look at it. Appears pale yellow, light orange, cloudy, low carbonation, slight lacing, the way I envision an IPA, like it should be, not deep orange."
"Heady Topper","My first review of a beer I choose this one, kindly sent fresh from the northeast. I preface, this offering is being tasted on an afternoon where, sometime following this review i will be trying my first Pliny TE (having arrived simultaneously).. Heady Topper: As a lover of American craft brew for 3 years and having tried, in my mind, a good deal of DIPA's (considering I didn't become a craft beer advocate until relocating to Texas oddly enough), I am more than enthusiastic about this tasting.The hop bouquet is blowing my mind, and in a well-balanced way. Expectations of this beer are met and slightly exceeded (they were phenomenal expectations prior to sampling). Pineapple/ citrusy greatness abounds. With this beer it seems as if I've never appreciated the mouthfeel of this style until now. There is no drawback here. Tasty beyond belief. Balance is impeccable, yet i need to stress how the hops flourish here... is this Simcoe and Citra? Well i dont know, that I wonder though. Anyway out of curiosity I poured a bit less than 1/4 of the can into a Chimay chalice for a visual. I really appreciate an unfiltered IPA made well (prior to this my affinity was for the now-shelved DFH Squall). Im liking the look of murky golden when I know everything else about it is sublime. The lacing with Heady is incredible, and again lacing is something I continue to appreciate but with this beer in a glass it was sticky city (and this from a beerman who spot cleans his glassware well). But yes I have to agree with the brewmastery of Alchemist where the recommendation is to drink from the can. Yes you will surely love it in glassware, but if you love true hop heaven, you will be best to press lips to aluminum."
"Heady Topper","Thanks cam!!!!"
"Heady Topper","You had this beer. "
"Heady Topper","I had heard alot about Alchemist in the beer world and had yet to try any of their beers. The other day I was in Waterburry and decided to find their brewery. Apparently the brew pub was flooded badly during hurricane Irene along with the rest of Waterburry. Luckilly their new 15 barrel canning brewery was not damaged and now produces Heady topper exclusively. I went into their store and they were selling Heady Topper for $12 a 4-pack as well as a Glutein-free saison, but I was only interested in the Heady Topper, which is fairly hard to get a hold of unless you are in the Waterburry/Burlington area of Vermont. I live in north eastern Vermont and I hadn't seen it around, but have heard it can cost alot more than $3 a can in some gas stations. "
"Heady Topper","Had on Tap at the Blind Tiger some months back... from notes"
"Heady Topper","Big thanks to Celtic001 for a couple of these sent my way. I was so excited for the arrival of these, that once they were chilled to perfection, they disappeared quickly. Poured into a pint glass. Pours a murky dark orange/gold with a thick lustrous off-white head on top. "
"Heady Topper","Let me tell you about the mythical adventure that this beer bestowed upon me...."
"Heady Topper","A friend of mine gave this beer to me as a belated birthday present and I was a bit surprised that it came in the form of a can but don't let the can intimidate you."
"Heady Topper","Pours from a 16 oz can, nice hazy orange color. Smell is of sweet hops. Taste is medium bodied, great balance to it. Not overly hoppy (as warned by the outside of the can) and has a great maltiness to it that most IPAs (specifically double IPAs) are missing. Delicious aftertaste.. I can see why this has such a high rating. Felt lucky to try this beer, definitely worth seeking out if you get a chance.. one of the better imperial IPAs I've gotten to try."
"Heady Topper","What more can I say about this beer? Drove 7 hrs from PA to the brewery. People were very nice there. Bought 3 cases, only trouble is you have to keep it cold because it is unpasturized I believe."
"Heady Topper","I got this beer from a fellow advocate beerMeFitz, thanks man! Following the advice of a friend, I poured some in my Half Acre Tulip and drank the rest in the can. The pour was a hazy beautiful orange color with very little head that disappeared rather quickly. I Swirled it around in the glass a little and noticed that the lacing was not as much as I expected."
"Heady Topper","The verbiage on the can states that you should drink this right out of the can. Sacrilege to most beer geeks, but the request comes from the brewers and I understand why. I tasted this out of a snifter since it was being shared with a really good beer guy I met at the Cloverleaf Tavern in Caldwell. He brought a few cans in with him and he was sharing, so I was gratefully drinking. "
"Heady Topper","Despite the ""directions"" I've been conditioned to only drink BMC out of the can. Dark orange-yellow in color, looks like dirty orange juice, and murky. Poured with a short white foam that quickly reduced to a sturdy white cap that left sheets of sticky lacings on the glass.. Pungent citrus pineapple aroma with solid sweet, sticky malt and orange beneath and just the slightest hint of booze. The aroma almost has a feel to it. Like hop resin and dust in the sinuses. Amazing. Thick and chewy feel with dense, rich carbonation that lazily rolls through. Pungent citrus hop flavor from start to finish that are propped up by a strong sweet malty backbone.. Finishes with a lingering pine hop bitterness with a touch of citrus bitterness and booze."
"Heady Topper","I just opened my first ever Heady Topper. In the words of the great Homer Simpson ""Jebus, Buddha, I love you alll."" This is different than anything I have had before. Nothing relates to it. I have had Pliny the Elder, Hopslam, and a number of other amazing beers. I am not sure I am saying its the best beer I have ever had, but its in the discussion and its definitely unique. I am drinking it straight from the can as the rim of the can says to do. Its extremely bitter to in the begining but citrus in the end. Do whatever it takes to get your hands on this (outside of taking one of my glorious new friends from my fridge)."
"Heady Topper","No question the best IPA I've had. Can not review appearance, you should only drink from the can, as designed. (But gave it a 5 because I'm sure it's perfect, website makes you enter value here) Desperate to find more, may have to take a trek... Grab this if you can, beats them all."
"Heady Topper","Fresh can given to me by Beermefitz, a complete stranger until today. Thank you so much for the generous gesture. Good beer karma shines down on you this day."
"Heady Topper","A: Perfect... clear golden with a thick lasting white head."
"Heady Topper","Pint-sized can served cold."
"Heady Topper","This is the shiznit. Been drinking and home brewing for years. DIPA's are my thing and this is amazing. Best beer on the east coast IMHO and probably the best beer I've had. I lived on the west coast 15 years ago but haven't had the west coast stuff fresh in years but this stuff is amazing. $4 for a can is a steal. Planning another trip to VT just to stock up. I ruined myself."
"Heady Topper","Following the rules is really difficult for me but when the can tells you to drink it straight from the can, I listen. Hey, who am I to go against the way this beer was meant to be drank. I have heard from others though that this beer isn't very pretty. I can imagine that's true since this thing is truly hop heaven. "
"Heady Topper","500ml can 8,0% ABV. "
"Heady Topper","Bought a 4-pack from the Beverage Warehouse while in Winooski last weekend."
"Heady Topper","A - I know it says to drink from the can but I wanted to see it. It's a hazy, orange with hints of lemon near the edges. Light carbonation near the bottom. Had a few inches of white head that slowly disappeared "
"Heady Topper","I did not go into this with too big of expectations. Most of the highly rated IPAs I've had have not lived up to my expecations and I was disappointed. Maybe going into it with open expectations is the way to go, because this floored me. I am so sad it is gone. "
"Heady Topper","16oz can divided between a snifter and the can."
"Heady Topper","Served in a nonical pint glass just for appearance. Drank 1st from the can, the way it is meant to be drank."
"Heady Topper","A - pours a slightly hazey marigold color. A fingers worth of froathy white head which quickly dissipates to just a white ring around the rim. No lacing. "
"Heady Topper","thanks to egrace84 for sending this can my way! Thanks elliot!"
"Heady Topper","The Crack! seemed extra loud in the silence of my kitchen following yesterday's snowfall. My gentle Glug still produced a finger of fizzy, bone-white head that turned to wisps pretty quickly. Color was a hazy Golden-Amber (SRM = > 5, < 7). Nose had a grapefruit tartness underlain by a tropical fruitiness. Mouthfeel was medium. The intensity of the hops immediately began an assault on my tongue, eroding all of those weak or dead taste buds and leaving the defenses wide open for the second wave. Now, it was like hydrofluoric acid, worming its way into every pore and burning like hell. Finish was super hoppy, very dry."
"Heady Topper","1pt Can. A drop into a ½ glass –just for appearance & smelling- the rest direct from the can following brewer´s suggestion. Enjoyed on jun´12. Pale straw color, hazy. Off-white, small bubbled, froth. Slowly dissipated crown leaves a thin foam layer on top. Intense ripe tropical fruit, resin & sweet malt aromas. Pleasant sweet, creamy, maltiness at fist sip mixed with tropical fruits & increasing bitterness. Medium to full body, oily texture. Low carbonation. Ripe fruit in the middle cut by resiny touch lingers into the short, dry finish. Delightful. Probably one of the best AIPA I´ve ever had."
"Heady Topper","I was at one of my favorite beer stores when I heard that they had a case of Heady Topper in the back. I decided to pick two up to see what all the buzz was about. Brought these devils home and put them on ice for a rainy day. 8 hours later I decided it was close enough. "
"Heady Topper","This, indeed, lives up to expectations. Grabbed 24 cans in VT while boating on champlain lake. Also got some torpedo, founder's centennial and ruination IPA from stone, but HT is way more interesting. First one was pretty good. The 2 lasts were just delicious."
"Heady Topper","Wow! I received a four pack as a gift this weekend. Had heard about the beer before but put it in the fridge and continued the night. Had two last night and one tonight. What an amazing beer. Every aspect of this beer- down to the clear instructions to drink it straight from the can (cant truly rate the appearance because I drank em from the can)- make it a very special beer. After having three and checking the reviews I was not surprised to see that it is so highly rated."
"Heady Topper","Thanks to my buddy for bringing two cans of Heady Topper to our college reunion. "
"Heady Topper","I drank the first sips from the can. Wowza! That's some insane hoppiness. As a force of habit, I had to pour 3/4 into a pint glass. The pour revealed a hazy golden blonde liquid topped with a big bubbled, chunky head. A few chunks of lace cling to the glass and the head recedes a bit but never disappears. A dusting of coarse sediment lays at the bottom. I'd suggest putting this beer in a glass if only because it looks so nice. "
"Heady Topper","Oh, how I tried not to love this beer..."
"Heady Topper","Nice loose and tall head over a straw colored body."
"Heady Topper","purchased on ebay, and after arriving i quickly purchased again! "
"Heady Topper","A=4: Hazy gold with plenty of yeast floaties, nice white head with plenty of retention, some lacing."
"Heady Topper","Pounded my first HT on my break at work today in fifteen minutes since it was consume on premises only so this review might be a little muddled, but hey, at least I got some Head."
"Heady Topper","There's quite a lot of hype surrounding this beer, and it is my favorite style, so I was very excited to finally be able to pick some up while in Vermont recently. I drank my first one last night from the can like it says, but this time I'm pouring a whole can into a 16 oz Sam Adams ""Perfect Pint"" glass for the review (and yes I will drink the remaining two from the can!)"
"Heady Topper","Purchased a can from the Warren Store "
"Heady Topper","Drank straight from the can as instructed."
"Heady Topper","Thanks to Mielbeer for these 4 cans!"
"Heady Topper","The word delicious sums up this beer quite well!"
"Heady Topper","16oz can, with no canning date, $17.99/4-pack at Andover liquors."
"Heady Topper","Big thanks to merc7186 for picking up a few cans of this for me..."
"Heady Topper","Served from can."
"Heady Topper","16 oz can. Drank straight from the can. no freshness dating. thanks to markasparov for this one. "
"Heady Topper","A: Apricot hue with a thin head and a good amount of lacing; some sediment floating around, which is why I suppose they want you to drink it from the can--sorry, guys, I just can't do it"
"Heady Topper","Thanks Hoppypocket for the opportunity to try this bad-boy!"
"Heady Topper","Poured from the can into Harpoon Limited Edition snifter."
"Heady Topper","This is my second time having this super hyped up beer. Both times I really enjoyed it. This time I am reviewing and only poured 5 ounces out of can to see appearance and get more smell than outta can...not that you can't smell the hops as soon as you crack the can. Really hazy yellowish with minimal head. Laces but not as sticky as I was anticipating, dissipates as the head did. This beer you can smell as your drinking it, rinds, grapefruit,citrus, and don't forget the hops. Different than any dipa that I ever had. Great hop pop, Med Carb,and balance that makes you want more!! Big hop aftertaste that keeps you wanting more. Overall lives up to hype and will seek out again. Hop heads dream and really really leaves hops for days in your mouth. In my top 5 just unsure until I have access to more where it falls."
"Heady Topper","My girlfriend's brother brought us a 4 pack straight from the source. I gave it all 5s for a reason."
"Heady Topper","I decided to go for this long awaited treat from The Alchemist for my 200th review."
"Heady Topper","Light in color sort of a amber straw, nice white head and good aroma, not as much aroma as I would have expected, but good citrus and flower comes through. Also drank out of the can as suggested. The taste is nice and smooth, great drinkability. Maybe not as well balanced as others, the bitterness seems to linger with this one and I think it tends to take over the thin malt base. Great beer overall, but needs a bit better balance."
"Heady Topper","I've had this beer in a pint glass from the can and directly out of the can (as the label suggests). Liked it better in the glass. It is by far one of the finest beers I've ever had. Excellent pour brilliant finish. Place it up there with Pliney the Elder."
"Heady Topper","Thanks to Joe for breaking this out and sharing."
"Heady Topper","My first can of Heady Topper. A clean snifter glass ready-to-go, but I promise I’ll take that first sip from the can."
"Heady Topper","Many thanks to woodychandler for coming through big time with this beer. Poured from a 16 oz. can. Has an orange/brownish color with a 1/2 inch head. Smell is alive with hops and citrus. Taste is also very good, hoppy, citrus and tropical fruits abound, bitter but not overly so, a well constructed beer. Feels full bodied in the mouth and overall was a pleasure to drink, worth seeking out."
"Heady Topper","A - Wow they were right about one thing if you pour the can it's full of tons of hop floaties. Color is a hazy amber brown with a 1/2 inch of thick bubbly head. "
"Heady Topper","16oz can into Duvel tulip (drank small amount from the can--prefer it in the glass, *as with every beer*). No freshness info, but my friend just bought it for me when a stray case hit Boston a couple days ago. Sold out in a day at 1 can per customer."
"Heady Topper","Amazing. by far my fav ipa. Drank a Pliny the elder and heady topper side by side and hands down heady topper came out on top just amazing. Once you crack the can you get an abundance of fresh grapefruit. Usally I drink straight from the can as it indicates to do. But not bad in a snifter as well. So well balanced. All I can think of when drinking this ipa is a super fresh grapefruit coated with a tad of granulated sugar. Hands down perfection."
"Heady Topper","A - Hazy pale orange with all sorts of floaties in it but who cares? "
"Heady Topper","Thanks merc for sharing this, super stoked to try this."
"Heady Topper","Pours a golden with nice haze. Head is minimal, even for the style. A pinch of lacing"
"Heady Topper","After having this beer many times I figured it's finally time to review it."
"Heady Topper","Drank a few swigs from the can then poured into a snifter (I know, a sin). Can't verify freshness."
"Heady Topper","Courtesy of the Black Sheep Ale House in Mineola, NY."
"Heady Topper","A: dirty orange/cloudy, finger white head, "
"Heady Topper","This is the one and only. No clue how old, but definitely my most anticipated beer I got from phyl21ca in CanBIF 2012. Took a sniff and a mouthful from the can as directed, then poured into a tulip. "
"Heady Topper","had this beer many times both from the can and poured out into a glass. I really hope I can get the chance to try this brew on tap (if they do that). I have to be honest, I love the smell you get when you pour the beer into a glass and the color is spectacular, however I like the taste better straight out of the can. I wish their was a happy medium that could be found. So poured out of the can it is a golden copper color with a nice cream colored head. The smell is floral hops and very inviting. The taste is very crisp and hoppy but not overpowering. I love how balanced this IPA is."
"Heady Topper","Thanks to ActonBrewer for this one. Reviewed from notes. Drank from the can (as instructed)."
"Heady Topper","Poured from a 16oz can into an oversized, high stemmed, red wine/goblet glass."
"Heady Topper","Paid almost $13 for a single can of this beer. Worth it? We shall see."
"Heady Topper","This is really an amazing beer. I am generally not into double IPA because they usually substitute taste for strength of content. However, I bought a 4 pack of this from Waterbury VT, and I loved it more each time I had it. The hops are incredible, the flavor is ... well try it. Its worth the three bucks that it costs."
"Heady Topper","Poured from the can. An unfiltered cloudy orange/yellowish/bronze color with a light bubbly white head, and yeast particles abound. This beer is not the prettiest thing to look at."
"Heady Topper","Its the real deal. Hoppy, Cirtusy, delicious. Smoothest finishing IPA / DIPA ever. No idea that it packs any extra booze than a smooth IPA. Wish I had more."
"Heady Topper","Can at Deccico's in Brewster - and several since. Poured into tulip. Pours a hazy sticky orange. Smells fantastic. Fruity intense hop aroma! Pineapple and pine. Taste is very hop forward with a bit of fruity sweetness, pineapple, pine bitter, and some nice malt balance. A nice bitter but smooth mouthfeel..."
"Heady Topper","16 oz can, no date, drank most of it out of the can, poured the rest into a snifter. Big thanks to Agold for sharing this with me."
"Heady Topper","Wow! Now I know why this beer has a 100 rating! Popped open my first Heady Topper tonite (am drinking it right now) thanks to a great trade bonus from rudzud (thanks again!) Notes follow:"
"Heady Topper","Heady topper is ridiculously cloudy with a nice head they yields a bit of lacing. There is some beer dandruff floating around as well. Aroma is very fruity and citrus pine explosion. There's a huge pungent aroma, this beer doesn't fuck around. Flavor is Lindy and citrusey. Very nice but not quite as pungent as the aroma and a bit sweeter. The sweetness however does not increase the mouthfeel at all. Light and dry. Very frighteningly drinkable. Definitely happy to have traded for this."
"Heady Topper","look N/A i'm fallowing instructions and not pouring any into a glass"
"Heady Topper","Poured from a can (despite the admonishments on the rim) into a Duvel tulip. Courtesy of and split with BA infi, along with BA NYManc."
"Heady Topper","Cumulative review after about 5 in the past 2 weeks..."
"Heady Topper","A: I guess this is the only ""knock"" (what a joke) on this beer. Cloudy with sediment and a lght burnt orange color. It doesn't look that pretty, but I don't want wall art, I want great beer. "
"Heady Topper","A: I know they tell you to drink it out of the can, but that won't get me very far in this section. Pours a dark straw color with a huge white head. Cloudy with some sediment floating around. The price of great flavor."
"Heady Topper","Yet another brew I had, but for some reason didn't rate it right after I had it. Pours a hazy amber color with a big white head and nice lacing. Aroma is citrus, grapefruit hops. Medium body with average carbonation. Excellent citrus hop flavor with a nice malt balance and a nice bitter hop finish. Taste is similar to some west coast DIPAs. Which is not a bad thing! This is Delicious."
"Heady Topper","Served from 16oz can."
"Heady Topper","Thanks to my wife for picking these up for me when she was in VT this past weekend. Drinkin' from the can as is customary. Did pour a little to take a peek, hazy golden in color, dense head which fades away quickly. Pretty dank smell, resinous, pine, and some citrus, it does pop pretty hard. The taste is as expected, hop forward. Snappy, pine, citrus, chewy hops. Then some more hops. Not so bitter, actually much more of a fruity hop affair. This is a little refined for me, I tend to like my IIPAs rough and tough. Leaves the palate dry and crisp finish. Smooth as silk mouthfeel with soft carbonation. No trace of alcohol, drinks as easy as advertised."
"Heady Topper","Appearance: The beer pours a yellowed brown, like cloudy dehydrated piss. With a thick bubbly eggshell white head with good retention. Lacing is light and droopy, only lasting for a short while above the head. "
"Heady Topper","16 oz can generously shared by colonelforbin. Thanks Mike. Pours a very cloudy light amber with a small light tan head that has decent retention and leaves a good lacing on the glass. The aroma is big mango, floral notes, light caramel, a bit of pineapple, and some sugar cookie. The initial taste is sweet with mango and pineapple going into a bit of caramel, sugar cookie, and some light dankness. There is a very light bitterness on finish along with some lingering mango. Light bodied. Low carbonation. I definitely could use a bit more bitterness and a bit less sweetness. Not bad, but certainly not in the class of the best west coast IPAs."
"Heady Topper","A-	As many before me have noted, it screams “DRINK FROM THE CAN!” so the dude abides. I poured a little into a shot glass to get an idea of it though. It’s much lighter in color than I anticipated, close to something like a golden straw color with a small head. The body is cloudy and there are delicious little bits of hops floating about. Don’t read too much into the appearance though. This was by no means a full pour, and I was more curious about the color more than anything else. "
"Heady Topper","A: Straw on edges to orangish gold. Super hazy, not sure if it's from hop haze or unfiltered. Small white head that fades quickly. Some lacing around the edges."
"Heady Topper","Poured only a little bit in to a snifter so i could see the color, the rest will be enjoyed from the can!"
"Heady Topper","S- of heady grapefruit and citrus."
"Heady Topper","Got a couple of these from valdieu! Poured from a 16oz can into a Spiegelau tulip."
"Heady Topper","A-golden amber color with a nice white head and good lacing, hazy with white flaky sediment"
"Heady Topper","A-Poured half into a tulip glass to see the color and drank the other half from the can as instructed by the can itself. The color is a beautiful bright orange/dark yellow. Floating sediments...looks like champagne."
"Heady Topper","Trade from JMRSN. Thanks!"
"Heady Topper","16 oz can. I poured half into a pint glass and drank the other half from the can ala the instructions. Not sure when this was canned, but it comes from the late March release to a few Massachusetts beer shops. "
"Heady Topper","Poured from can into snifter glasses."
"Heady Topper","A: Copper color. Large fluffy white head. Sediment floating."
"Heady Topper","I have had this beer out of the can and out of several glasses and it is always good! I would have to say though, I enjoy it more of it a glass. "
"Heady Topper","16oz can into a tulip"
"Heady Topper","16oz can with sample poured into goblet. From the brewery."
"Heady Topper","Poured a sample in a glass and drank the rest out of the can"
"Heady Topper","Thanks you Kyle for this... man I need more of this for the summer!"
"Heady Topper","Two 16 oz cans (one direct from can, one poured into a glass) courtesy of Kadonny, and poured into my petite Duvel tulip."
"Heady Topper","Several cans, from the can. Aroma is a burst of juicy fruity hops; pinneaples, mangos and oranges. Some wet grass and resinous hops which tends to fade as the beer gets older. Taste: I’d say it is the best tasting double IPA I’ve ever had. Flavors are very coherent with the aroma. Definitly hops at its best. The perfect level of bitterness with a sharp citrus touch. Balance and drinkability is through the roof and alcohol is very well hidden. The ultimate beach beverage"
"Heady Topper","**2015 update with better score. No floaties, better mouthfeel."
"Heady Topper","I can't believe I forgot to review this beer! I grabbed a case when I was in Vermont. Poured into my alchemist pint glass"
"Heady Topper","Welcome to Massachusetts The Alchemist Heady Topper!"
"Heady Topper","Enjoyed from a can with a small glass pour to get a sense of its appearance."
"Heady Topper","Poured from the 16 oz can into a schooner-style glass. Can't come up with one single advantage of drinking from the can...plus I can't review the appearance that way (did take a sip or two from the can in between refilling my glass and it didn't affect the taste at all). No date found anywhere. "
"Heady Topper","It's as good as advertised. Period. If you're lucky enough to find a can, don't pass it up. I could go on and on about the nose, head, color, mouthfeel and finish but everyone else has already said it. In my book, this is the king. It ruined me for other IPAs and until I can find more I'm drinking Sculpin and Deviant Dales."
"Heady Topper","Got in the Master's LIF from Number45forever. Thanks for the awesome beer. Been drinking for the last few days. This is the first review."
"Heady Topper","Not my first go-round with this great beer but my first review of it."
"Heady Topper","Thanks to baconsausage for tossing a couple of these in as extras in a trade."
"Heady Topper","A - Hazy yellow/orange. 2-3 fingers of fluffy white head."
"Heady Topper","Heady Topper is simply the best Imperial IPA I have ever tasted. Pours out of the can with an aroma of citrus and hops. The unfiltered appearance of this beer works so well with the aroma and adds quite a bit to the experience. The taste is a complex mix of heavy citrus and light hoppy flavor. Very well balanced with a crisp, enjoyable finish. A world class beer out of a can."
"Heady Topper","A: Drank from the can as was suggested by the can."
"Heady Topper","Half a pint poured into tulip. Sampled the rest from the can."
"Heady Topper","Can poured into a 12oz pils glass at the Hulmeville Inn 4/24/2012"
"Heady Topper","A: Poured into an Alchemist Willy glass (Sorry Alechemist, I won't have it from the can again). It pours a cloudy orange with a finger white head. I tried to hold back on the yeast with a gentle pour. "
"Heady Topper","Cloudy golden yellow with a short pale white head. Pale malts, light citrus, fresh and dry hops, lighter fruits grapefruit, pineapple and even tones of peach on the aroma. Fruity and floral from the nose. Rich, smooth fruity and nectar-like hop flavor on the first sip. Rolls into a more floral body with big hits of hops, grapefruit, peaches and dry bitterness. Dry, hoppy, sour finish. Heavily carbonated with a medium body. Intensely impressed with this, easily the best brew I could ever dream of having out of a can."
"Heady Topper","Poured from can into a snifter"
"Heady Topper","Drank from the can, as instructed! (poured a little into a pint glass to get an accurate review. (reviewed from notes) Thanks to TimmyJ21 for this can!"
"Heady Topper","Followed instructions and drank from the can, a first for me with an IPA. As a result, I can't judge the appearance, so I gave it an average. Smell was fantastci, grapefruit and pine and grass; hops galore. Taste was intensely citrus and hops, but no super bitter like most DIPA's. Much of tre hoppiness is on the mouth and tongue, but doesn't so much linger down your throat. The grapefruit, orange, grass, pine flavors are huge and awesome. What a great combination of ingredients!"
"Heady Topper","I drank most of this from the can, but also poured enough of it out to see what it looked like and to see what it's like in the glass. Honestly not sure which I like better. It does seem like the aroma is almost too potent in the glass, making the can a nice step back. "
